"name","category","color","経度","緯度"
"白河自動車学校","traffic_school","white","140.195951","37.135831"
"ヤマナカ 白土フランテ館","shopping","white","137.020204","35.101298"
"SANU 2nd Home 白樺湖1st","hotel","white","138.2636261","36.1140521"
"医療法人社団哺育会白岡中央総合病院","hospital","white","139.6653193","36.0136564"
"かつや 横浜上白根店","japanese_restaurant","white","139.537648","35.498111"
"じゃのめ 白老・鮨処","sushi_restaurant","white","141.4171034","42.5771291"
"ENEOS J-Quest 大網白里店","gas_station","white","140.326728","35.521186"
"白い虹","retail","white","135.3987828","34.7403562"
"白雲岳","mountain","white","142.9059093","43.6612369"
"京阿月つるりん　白だしらーめんとこぼんちゃん","cafe","white","135.7608415","35.0070085"
"うちだ屋白石店","japanese_restaurant","white","130.139588","33.181825"
"京都北白川ラーメン魁力屋 浜松有玉店",,"white","137.749791","34.751406"
"ツルハドラッグ　白川店","pharmacy","white","130.4669848","33.0445904"
"株式会社白井牧場","farm","white","142.0788664","42.527585"
"白狐温泉今井屋","hotel","white","137.2823989","35.4001661"
"白ばら幼稚園","preschool","white","135.620146","34.841157"
"ぶたいち 帯広白樺店","japanese_restaurant","white","143.161989","42.919237"
"MPC 楽器センター白山","musical_instrument_store","white","136.5822029","36.5440185"
"ローソン　札幌白石中央１条店","convenience_store","white","141.3958084","43.0525048"
"ガスト 天白池場店","steakhouse","white","136.984435","35.120487"
"白河かもめ保育園","day_care_preschool","white","139.80022","35.683373"
"再良市場天白店","thrift_store","white","136.9927311","35.1447618"
"白鳥長久首洗いの石鉢","landmark_and_historical_building","white","140.328188","38.253293"
"白木峰倶楽部","coffee_shop","white","137.082349","36.432027"
"エニタイムフィットネス白山横江店",,"white","136.5879517","36.5420151"
"そば治白山店","japanese_restaurant","white","140.013478","35.866637"
"やっちん茶屋　白石峠移動茶屋","food_truck","white","139.1799974","35.997695"
"白山神社","religious_organization","white","135.5409851","34.6850319"
"太陽鉱油16号線白井給油所",,"white","140.0475758","35.8027166"
"白石車体工業所","automotive_dealer","white","135.7032072","34.5564447"
"白沢村","public_and_government_association","white","140.4368889","37.5078611"
"ザ グラン リゾート白浜","hotel","white","135.3383747","33.6757298"
"ココカラファイン 今朝白店","pharmacy","white","138.85977","37.4482031"
"二条関白蘇生の泉","landmark_and_historical_building","white","136.531751","35.470619"
"天白磐座遺跡","landmark_and_historical_building","white","137.6644135","34.832798"
"浅草で100年　白田石材店","construction_services","white","139.7914886","35.7166939"
"佐白温泉長者の湯","natural_hot_springs","white","132.9862306","35.2325474"
"INAC白岡SCレディース","sports_club_and_league","white","139.697188","36.0182116"
"白馬オーガニックマーケット","topic_concert_venue","white","137.8548574","36.6809649"
"白碗竹快樓","chinese_restaurant","white","139.7356921","35.6752912"
"熊本銀行大江白川支店","banks","white","130.725715","32.803706"
"白磁工房 いしとび","art_gallery","white","132.9","35.2878"
"輸入雑貨＆カフェ「白い家」","restaurant","white","130.7070585","31.7868608"
"手打ちうどん 白川","restaurant","white","132.7252072","33.7990387"
"飛騨白川郷合掌の宿利兵衛","hotel","white","136.902588","36.259235"
"ザ クリーム オブ ザ クロップ コーヒー 清澄白河 ファクトリー","coffee_shop","white","139.8098265","35.6818598"
"白石","landmark_and_historical_building","white","139.1722028","36.0178806"
"鶏白湯らーめん自由が丘蔭山 アリオ亀有店","japanese_restaurant","white","139.852395","35.764124"
"ブラステック白山","musical_instrument_store","white","136.5813231","36.5439841"
"京都北白川ラーメン魁力屋 鈴鹿矢橋店",,"white","136.585341","34.878788"
"白龍","chinese_restaurant","white","132.996154","34.048244"
"有限会社 白勇舎 本店",,"white","139.7115923","35.8068362"
"白浜遺跡","landmark_and_historical_building","white","129.1828156","33.0137825"
"串八白梅町本店","bar","white","135.731694","35.028072"
"ツルハドラッグ 白河モール店","pharmacy","white","140.2002497","37.1153211"
"ウエルシア大網白里店",,"white","140.3148148","35.5212486"
"名古屋市天白区にある 口コミで人気のフォトスタジオ アクエリアス","professional_services","white","136.983686","35.1340169"
"やるき茶屋目白店","tea_room","white","139.705282","35.72209"
"白石SS　名護東江店","gas_station","white","127.98765","26.57739"
"サルバトーレ白金店","italian_restaurant","white","139.7356327","35.6463785"
"白和町","landmark_and_historical_building","white","130.30925","31.8185556"
"ママズボディ白山店","counseling_and_mental_health","white","139.7519607","35.7177376"
"白石川堤一目千本桜","river","white","140.72696","38.0462979"
"秀岳荘白石店","outdoor_gear","white","141.403848","43.051843"
"白山","bar","white","140.629427","36.552486"
"和歌山 白良浜","beach","white","135.4955263","34.6988682"
"つくば国際白梅保育園","day_care_preschool","white","140.072934","36.075095"
"ディノスボウル札幌白石","bowling_alley","white","141.3986664","43.0471878"
"銀のさら 東白楽店","japanese_restaurant","white","139.628732","35.483402"
"白竹建設",,"white","136.9796738","34.8925471"
"白石南公園","park","white","141.4279983","43.030854"
"白雪鮨","sushi_restaurant","white","139.688648","35.715932"
"ファミリーマート 横浜白根店","convenience_store","white","139.5468104","35.4827432"
"白馬村のシェアぐらし　森上館","cafe","white","137.8742855","36.7094422"
"白馬軒農場","farm","white","136.9105001","35.532466"
"白か黒か 小岩店","bagel_shop","white","139.879628","35.734077"
"武蔵白石駅","train_station","white","139.705827","35.501726"
"来来亭白塚店","diner","white","136.524348","34.759478"
"白土中央公園","park","white","137.021198","35.099501"
"白龍軒","japanese_restaurant","white","130.468875","33.744273"
"中華白山","chinese_restaurant","white","136.3126606","36.3046899"
"白井運動公園","stadium_arena","white","140.0719994","35.8142056"
"太白大橋","bridge","white","140.876139","38.205598"
"ツルハドラッグ 宮城白石店","pharmacy","white","140.6191742","38.0015482"
"白浜","active_life","white","135.4009972","33.6431494"
"アズハイム文京白山","retirement_home","white","139.74785","35.72241"
"関空泉大津ワシントンホテル　日本料理　白水","shopping","white","135.3967345","34.5076762"
"向白神岳","mountain","white","140.0455556","40.5238889"
"盛白寺","buddhist_temple","white","136.537923","34.817799"
"白沢駅","train_station","white","140.591911","40.338514"
"白糸の滝","landmark_and_historical_building","white","138.5941925","35.3082886"
"白石町福富ゆうあい館","library","white","130.189528","33.180524"
"札幌市西区 白い恋人パーク","park","white","141.2707902","43.0886448"
"天白スポーツセンター","stadium_arena","white","136.9898129","35.1271218"
"白鴎医院","hospital","white","139.126285","35.323891"
"Hairsberry 白子","beauty_salon","white","136.5953672","34.8423256"
"三条白百合幼稚園","day_care_preschool","white","138.969499","37.631993"
"PUDOステーション セブン-イレブン 白岡西5丁目店",,"white","139.6513","36.01669"
"白川郷展望台","tours","white","136.9083701","36.2628722"
"白鬚神社古墳","monument","white","135.809351","35.472339"
"白老町虎杖浜","hotel","white","141.246832","42.4815168"
"白神山地世界遺産センター（藤里館）","travel_services","white","140.2871275","40.3088053"
"レクサス太白","retail","white","140.8896681","38.228898"
"札幌市北東白石児童会館","community_center","white","141.446761","43.050776"
"白房神社","religious_organization","white","133.000586","34.823999"
"京都北白川ラーメン魁力屋 イオンモール伊丹店",,"white","135.422783","34.781981"
"スマイルタイランド白金キッチン","asian_restaurant","white","139.7301574","35.6466623"
"白山宮","religious_organization","white","130.6992297","33.4715515"
"信州白骨温泉　泡の湯 / Awanoyu-Ryokan, Shirahone-Onsen(Hot Springs)","natural_hot_springs","white","137.624128","36.145741"
"Patagonia パタゴニア 白馬","sporting_goods","white","137.861808","36.69633"
"川口白山比め神社","religious_organization","white","136.374578","34.648019"
"大分県 白水の滝","waterfall","white","131.3696667","32.9636751"
"イオンモール白山",,"white","136.581836","36.544588"
"ミスタードーナツ白河ショップ","fast_food_restaurant","white","140.1950338","37.1186497"
"セキ薬局新白岡店","pharmacy","white","139.672757","36.039186"
"白土屋菓子店","desserts","white","140.847273","37.068341"
"白河屋","japanese_restaurant","white","140.193723","37.130891"
"白毛門駐車場","parking","white","138.96646","36.836582"
"新井白石終焉の地","history_museum","white","139.70676","35.683029"
"馬場壱家白山道","japanese_restaurant","white","139.752491","35.722568"
"仙台市太白区八木山南団地","pharmacy","white","140.8298726","38.2334705"
"白井城趾","landmark_and_historical_building","white","139.010506","36.508743"
"白蓮会山梨支部","education","white","138.499156","35.687879"
"福島トヨペット 白河店","car_dealer","white","140.193013","37.128693"
"ココパリゾートクラブ白山ヴィレッジゴルフコース","golf_course","white","136.3671415","34.6368892"
"大網白里市中央公民館","community_center","white","140.320506","35.522238"
"富士メガネ 白樺通店","eyewear_and_optician","white","143.137981","42.91754"
"サンフレッシュ白河",,"white","140.258662","37.133198"
"手打うどん白滝","japanese_restaurant","white","132.711675","33.837515"
"崇徳天皇白峯陵","landmark_and_historical_building","white","133.92547","34.334745"
"白鳥保育園","day_care_preschool","white","134.3331415","34.2491534"
"たい夢白石店","cafe","white","141.395851","43.046023"
"白子神社","transportation","white","139.333202","35.863915"
"赤白 ホワイティ梅田店","french_restaurant","white","135.497015","34.703741"
"白浜平草原","park","white","135.3486531","33.6712206"
"ミニストップ 北方町高屋白木店","convenience_store","white","136.6919245","35.4186505"
"白峰","coffee_shop","white","136.981206","35.06191"
"白島九軒町バス停","transportation","white","132.466487","34.408046"
"森の店　白山木工所","furniture_store","white","137.4508364","35.631615"
"白井接骨院","health_and_medical","white","129.96885","33.44776"
"白木屋那覇国際通り店","shopping_center","white","127.688229","26.21643"
"セルバ 白州エブリ","grocery_store","white","138.330982","35.810999"
"白石稲荷山古墳","monument","white","139.04013","36.25451"
"PUDOステーション TSUTAYA 白河店",,"white","140.227","37.12191"
"コミュニティ・キッチンふぃーる 白石店","cafe","white","141.3932617","43.0466531"
"らんぷ天白店","coffee_shop","white","136.975474","35.114164"
"白山市上野町","accommodation","white","136.6051393","36.3720792"
"白龍","asian_restaurant","white","135.763092","35.051342"
"長野県道40号諏訪白樺湖小諸線","lake","white","138.1228611","36.0396944"
"ジョナサン白金台店","restaurant","white","139.725512","35.637905"
"日光白根山頂","mountain","white","139.0142044","36.4736029"
"親鸞・玉日姫・九条関白旧蹟","landmark_and_historical_building","white","135.7712011","34.9546294"
"白山名店街協同組合","shopping_center","white","130.300494","33.255432"
"幸楽苑白山店","noodles_restaurant","white","140.3194615","38.2270768"
"緑区白土　よもぎ蒸し・フェイシャル＆ボディケアサロン　Acqua　Rose～アクアローズ～","beauty_salon","white","137.0212927","35.1021393"
"白山別宮神社","church_cathedral","white","136.603167","36.359215"
"下田白浜郵便局","post_office","white","138.9727173","34.6981926"
"白十字今店","desserts","white","133.896251","34.6407"
"白川クリニック","hospital","white","139.669386","35.685339"
"白鳥歯科・矯正歯科","health_and_medical","white","137.052711","35.109724"
"スギドラッグ 白川台店","pharmacy","white","135.107983","34.690532"
"白馬岩岳スノーボードスクール","ski_and_snowboard_school","white","137.8584856","36.7159719"
"石堂橋白つぐ","japanese_restaurant","white","130.413682","33.5956858"
"染め工房　白い風・アトリエ「白い風」","arts_and_entertainment","white","140.8499424","35.7298637"
"白磁ケ丘公園","park","white","129.8471123","33.1872526"
"白島ブランチ","breakfast_and_brunch_restaurant","white","132.466878","34.404911"
"豊島区立目白図書館","library","white","139.698789","35.725745"
"白滝","retail","white","135.512428","34.699811"
"雞白湯麵","japanese_restaurant","white","139.796495","35.71132"
"白井市立桜台小学校","elementary_school","white","140.099483","35.801839"
"目白平和幼稚園","preschool","white","139.700628","35.722138"
"白鳥神社_","religious_organization","white","136.73719","36.668747"
"白木原歯科","dentist","white","130.4799936","33.5283594"
"ニトリ 白河店",,"white","140.1912994","37.1319122"
"白菊水","attractions_and_activities","white","135.76208","34.931123"
"白河菓匠 大黒屋","japanese_restaurant","white","140.1863853","37.1258389"
"こころサポート太白訪問看護ステーション","public_service_and_government","white","140.876875","38.212627"
"焼肉の白頭山細谷店","japanese_restaurant","white","137.139544","35.071278"
"ラーメンショップ 白根店","japanese_restaurant","white","139.00646","37.72056"
"白巣城跡","landmark_and_historical_building","white","134.8265882","34.3794436"
"白扇","restaurant","white","142.767333","43.849847"
"ダイナム白石店","casino","white","140.631353","38.031115"
"白雲神社","religious_organization","white","135.761089","35.021508"
"名水白木屋の井戸","monument","white","139.774125","35.68262"
"焼肉ホルモンかず 白浜店","japanese_restaurant","white","134.7033105","34.7874779"
"自然食品きろろぽっくる白石店","grocery_store","white","141.412305","43.0409054"
"らーめん 津鶏白湯鶏神","japanese_restaurant","white","136.517831","34.670831"
"スタンド心白 本町店","bar","white","135.5026817","34.6811857"
"白山市ノ瀬駐車場","parking","white","136.701987","36.114645"
"白梅湯裸楽","spas","white","130.415948","32.232846"
"プロテック白金高輪店","bicycle_shop","white","139.73844","35.64103"
"白山神社頂上","mountain","white","136.996497","35.325302"
"白河市関辺市民体育館",,"white","140.251804","37.092365"
"白石城大手一ノ御門","real_estate","white","140.617367","38.002763"
"デイリーヤマザキ白川村白川郷店","convenience_store","white","136.9022145","36.2654695"
"サンアリーナしらぬか　白糠町温水プール　白糠町総合体育館","swimming_pool","white","144.0786338","42.9612555"
"Chelsea 白金店","beauty_and_spa","white","139.7333969","35.6445467"
"白山神社","church_cathedral","white","139.588705","35.41474"
"室蘭やきとり雷音白石店","bar","white","141.4345416","43.0266629"
"三味線唄　山田 白米  /  Hakumai Yamada","music_school","white","135.7817812","35.0092259"
"Yohaku 余白","restaurant","white","135.5026672","34.6811456"
"白い森オートキャンプ場","campground","white","139.786177","38.161412"
"麺屋白虎","japanese_restaurant","white","138.5484208","35.6478401"
"有限会社　府内白蟻工業","professional_services","white","131.6574042","33.24489"
"福島県白河市のエステ、脱毛、痩身、フェイシャルエステ、オーガニックサロン ララリエ","beauty_and_spa","white","140.2042331","37.1237872"
"デイリーヤマザキ沼田白沢店","convenience_store","white","139.121118","36.663862"
"白扇","japanese_restaurant","white","135.6007139","34.6223548"
"だるま寿し白石店","sushi_restaurant","white","130.139668","33.181179"
"白馬五竜＆Hakuba47","ski_resort","white","137.835348","36.6650172"
"白金堂　時計修理工房","jewelry_store","white","135.8284378","34.6726057"
"ウエルシア白子店",,"white","140.3776247","35.4476011"
"白鬚橋","bridge","white","139.809699","35.727993"
"大白川駅","train_station","white","139.120965","37.341668"
"シーフードコート白渚","restaurant","white","140.00572","35.0326785"
"瀬戸白雲","barbecue_restaurant","white","136.33451","34.629274"
"白川接骨院","hospital","white","136.901969","35.165053"
"白川治療院","spas","white","139.7731879","35.671124"
"ケアハウス 白寿の里",,"white","139.9353389","36.5581406"
"コンフォモール函館白鳥","shopping_center","white","140.742516","41.79647"
"ゆで太郎 8号小杉白石店","japanese_restaurant","white","137.13294","36.725871"
"白い風いきいきスポーツクラブ","community_services_non_profits","white","140.2297779","37.1233386"
"中野北口白線通り商店街","commercial_industrial","white","139.6660459","35.7085467"
"学校法人千葉白菊学園　千葉白菊幼稚園","elementary_school","white","140.1066549","35.6437191"
"有限会社 白井米店","shopping","white","139.55","35.65"
"沼田学園白帆幼稚園","day_care_preschool","white","140.20923","36.070492"
"白寿","japanese_restaurant","white","135.520685","34.748799"
"豊田白山神社","religious_organization","white","136.644469","36.571883"
"石徹白ふるさと食品加工組合","restaurant","white","136.7715056","35.971752"
"白山ひめ神社","religious_organization","white","136.5987356","36.5478294"
"ハックドラッグ中白根店","superstore","white","139.548991","35.492045"
"白糸台北公園","park","white","139.511251","35.669531"
"クスリのアオキ つばめ白山町店","pharmacy","white","138.918874","37.670705"
"白浜ひものセンター","shopping","white","139.894431","34.906414"
"Le 白河夜船","wine_bar","white","139.6016328","35.7035914"
"コミセン和白","community_center","white","130.4399197","33.6983012"
"コレクトワン白石中央店","furniture_store","white","141.394689","43.056548"
"美濃白川茶のますぶち園 Masubuchi-en Co.,Ltd.","tea_room","white","137.346257","35.5870731"
"スズキアリーナ白山","car_dealer","white","136.565921","36.509486"
"諸津観音白歯雪公園","park","white","129.7632907","33.8394604"
"Mavi Mescit青マスジドBlue Masjid/ Shirayuri Islamic Centre白百合協会","community_services_non_profits","white","136.865324","35.1743848"
"白比橋","bridge","white","127.763333","26.310085"
"大吟醸味噌らーめん 丸高屋白河店","japanese_restaurant","white","140.258557","37.157371"
"東山白山神社","buddhist_temple","white","137.265298","36.146081"
"目白駅前バス停","train_station","white","139.708112","35.721088"
"八戸市立白山台小学校","elementary_school","white","141.4681307","40.4848838"
"白十字北畝店","desserts","white","133.751836","34.545205"
"関西白浜平和納骨堂",,"white","135.345797","33.663075"
"ツルハドラッグ 宮城白石北店","pharmacy","white","140.6257096","38.0212735"
"中國菜　李白-Rihaku-","chinese_restaurant","white","139.7158712","35.6426575"
"ゲストハウス白椿","hotel","white","140.9795927","43.1828683"
"白峰スノースポットアルペン競技場","ski_resort","white","136.62735","36.188304"
"KKR 白浜美浜荘","hotel","white","135.347103","33.68127"
"福島県 白河市 結婚式場 ハウス オブ ベルヴィ白河","event_planning","white","140.202624","37.1127961"
"カフェ・ド・白亜","cafe","white","136.859373","35.1486679"
"ホルモン・焼肉白","japanese_restaurant","white","136.1888483","36.0621425"
"白国口（バス）","transportation","white","134.7044349","34.8607762"
"白鴎寮","accommodation","white","135.287584","34.722994"
"白寿荘西特別養護老人ホーム","social_service_organizations","white","138.892405","37.754622"
"白洋舍東灘サービス店","laundromat","white","135.264738","34.719152"
"白木峰","park","white","137.1122874","36.4154305"
"ヤマザワ白石北店","supermarket","white","140.6244708","38.0210444"
"星乃珈琲店天白大根店","coffee_shop","white","136.990074","35.110139"
"白間津港","fishing_club","white","139.9416973","34.9245006"
"カサデモンテ白州","retirement_home","white","138.315159","35.809525"
"白旗大明神","religious_organization","white","139.561187","35.325824"
"ヴィクトリアゴルフ メガステージ白河店",,"white","140.1931739","37.1183703"
"KINOKUNIYA Sutto目白駅店",,"white","139.7067563","35.7213098"
"北海道白糠養護学校","school","white","144.0463333","42.9491111"
"丸水白河魚市場","retail","white","140.2009535","37.1349349"
"Professionnel  Esthétique Lux.白金台","beauty_salon","white","139.7221684","35.6360012"
"枯白 KOKU","furniture_store","white","134.7301242","34.8018449"
"大豚白","restaurant","white","141.350441","43.0570673"
"長崎県諫早市 白木峰高原","park","white","129.9739276","32.8948849"
"白銀荘","bed_and_breakfast","white","138.9027347","35.4218961"
"白藤の滝","river","white","138.247413","34.924687"
"ペイント倶楽部白河北店","automotive_repair","white","140.1794125","37.1240502"
"白木原ふれあい動物病院","veterinarian","white","130.4799816","33.5291719"
"コメダ珈琲店白子稲生店","coffee_shop","white","136.558858","34.840948"
"白鷺橋","transportation","white","137.242876","35.80845"
"タイムズカーレンタル白石店","car_rental_agency","white","141.385324","43.053983"
"白川郷 どぶろく祭りの館","history_museum","white","136.905708","36.255626"
"薬王堂仙台泉根白石店","shopping","white","140.802854","38.329363"
"伊勢原市口コミ1位の整体院｜ほぐリラ　伊勢原白根店","spas","white","139.29495","35.397804"
"天白橋内科内視鏡クリニック","hospital","white","136.994642","35.125538"
"白保海岸","beach","white","124.244635","24.354317"
"ファミリーマート 生駒西白庭台店","convenience_store","white","135.7072841","34.730981"
"白樺ゲレンデ","ski_resort","white","137.834002","36.702119"
"白山","japanese_restaurant","white","138.468437","35.00295"
"白山神社","church_cathedral","white","140.142082","35.321012"
"パレットプラザ目白店","event_photography","white","139.7489806","35.7599639"
"白瀑神社（しらたきじんじゃ）","religious_organization","white","140.0381609","40.3394182"
"白銀屋溜池分店","bar_and_grill_restaurant","white","139.7410736","35.6712418"
"白龍","chinese_restaurant","white","134.04616","34.349636"
"白崎青少年の家","education","white","135.0800371","33.9752357"
"北海道銀行白石区北郷支店","bank_credit_union","white","141.414162","43.059135"
"白山神社","buddhist_temple","white","136.562152","35.4636756"
"白鳥神社","religious_organization","white","128.620457","32.629135"
"ジェイムズ英会話　白河校","education","white","140.19859","37.11493"
"白英舎クリーニング","home_cleaning","white","140.3418343","37.2049453"
"白壁倶楽部","cafe","white","133.8265104","35.431617"
"白帆","japanese_restaurant","white","145.220519","43.56921"
"Cristallin(クリスタラン）白金高輪","aromatherapy","white","139.7351766","35.6442669"
"白木屋 すすきの駅前店","bar","white","141.35368","43.055318"
"とれとれ市場南紀白浜","grocery_store","white","135.375194","33.681399"
"名古屋市中区栄1-26-8 Gs白川公園ビル6b","park","white","136.8933798","35.1660897"
"白金理容かわむら","beauty_salon","white","139.733394","35.644516"
"白雪","diner","white","137.969682","36.226219"
"白馬五竜観光協会","community_services_non_profits","white","137.8468118","36.6578621"
"白鴎大前接骨院","hospital","white","139.7915375","36.3167125"
"司法書士・行政書士　白石事務所","lawyer","white","140.885","38.2562"
"白井市商工会","community_services_non_profits","white","140.062842","35.797808"
"白揚ミタス伊勢店","bookstore","white","136.710785","34.501316"
"本家かまどや 白橿店","delicatessen","white","135.78999","34.475592"
"白鷺駅 3-4番線ホーム","train_station","white","135.4915466","34.5501137"
"白浜シーサイドホテル","hotel","white","135.3548884","33.6894065"
"白露酒造・白露カンパニー","brewery","white","130.5942678","31.1950492"
"佐賀県立白石高等学校","high_school","white","130.131472","33.187694"
"メガネのプリンス白石店","eyewear_and_optician","white","141.398263","43.045208"
"白金ピアノスタジオ","music_production","white","139.7292709","35.64292"
"白河商工会議所青年部","community_services_non_profits","white","140.2106291","37.1300173"
"白池","structure_and_geography","white","137.9255193","36.8213947"
"白山神社","buddhist_temple","white","137.030911","35.278053"
"白岩寺","park","white","138.194389","34.838365"
"ASH 修斗ジム 南紀白浜","amateur_sports_team","white","135.3600571","33.6763104"
"白川とうふ店","shopping","white","141.8551606","43.2441056"
"パシフィックホテル白石","hotel","white","140.626365","38.004389"
"白馬山荘","lodge","white","137.7658081","36.7702424"
"白梅","chinese_restaurant","white","133.92963","34.483915"
"日本キリスト教団熊本白川教会","church_cathedral","white","130.7172448","32.7989233"
"白馬大池山荘","lodge","white","137.7953821","36.7860628"
"シロカネムラ / カフェ Bar 白金","cafe","white","139.7314301","35.6450527"
"白老町総合体育館","stadium_arena","white","141.353845","42.551776"
"白石スキー場 レストラン","japanese_restaurant","white","140.513204","38.067957"
"白頭山","japanese_restaurant","white","134.723198","34.32547"
"白い観覧車","amusement_park","white","129.788322","33.086558"
"卵、乳製品、白砂糖をつかわない　おやつのアトリエmoco","grocery_store","white","137.0181729","35.4605781"
"白山神社古墳","landmark_and_historical_building","white","134.075116","34.319827"
"白谷観音","buddhist_temple","white","136.8227306","35.6543722"
"魚民白子西口駅前店","pub","white","136.588818","34.834092"
"ライフ白銅 セルフきみつSS","gas_station","white","139.922252","35.309398"
"快活CLUB 16号白井店","internet_cafe","white","140.058826","35.797676"
"アイフル 水戸街道白鳥店無人契約コーナー","travel","white","139.846439","35.747218"
"白根大通病院","hospital","white","139.019628","37.823142"
"国史跡 白銀坂","hiking_trail","white","130.6114575","31.7012002"
"白倉峡","landmark_and_historical_building","white","137.780854","34.99092"
"白の平オートキャンプ場","campground","white","135.889179","34.26579"
"白浜テニス","active_life","white","135.344196","33.677521"
"白十字姫路辻井店","cupcake_shop","white","134.667928","34.85087"
"白糠 驚きの森","cafe","white","143.9013533","43.1026445"
"中華そば 白華楼","chinese_restaurant","white","136.931027","35.169523"
"白秀堂","printing_services","white","138.47324","36.274502"
"三井住友銀行目白支店",,"white","139.706532","35.721925"
"白川郷 萩町 茶屋 忠兵衛","asian_restaurant","white","136.9020399","36.2532536"
"セブン銀行ATM セブン-イレブン 熊本白山2丁目店 共同出張所",,"white","130.725549","32.794028"
"丹波市市島白毫寺","accommodation","white","135.5776781","34.7462161"
"白銀町",,"white","137.097701","36.721994"
"白金温泉郷森の旅亭びえい","hotel","white","142.641052","43.473067"
"倭白山比咩神社","buddhist_temple","white","136.350263","34.657436"
"ファミリーマート さいたま白幡店","convenience_store","white","139.6559437","35.8478162"
"イオンバイク 白雲店","bicycle_shop","white","136.941115","35.096638"
"京都 北白川 かわいい雑貨屋 | IceLolly","flowers_and_gifts_shop","white","135.7900805","35.0285431"
"理容白石 静岡県吉田町 髪型・安心・くつろぎ。いつもの、があります。","beauty_salon","white","138.2434298","34.7874842"
"白一心斎橋店","ice_cream_shop","white","135.498012","34.671163"
"横浜で焼鳥 白レバー　串焼き処 ごろみよ屋","japanese_restaurant","white","139.6221982","35.4691908"
"白骨温泉マッサージ　リラックスルーム満喜","spas","white","137.63158","36.14982"
"白まる","chinese_restaurant","white","138.241904","34.822542"
"スペース白い花","naturopathic_holistic","white","139.6359876","35.7019346"
"白浜ホープヒルズ","cabin","white","135.3448333","33.6838217"
"白鬚神社","landmark_and_historical_building","white","141.151311","38.374268"
"白石郵便局","post_office","white","140.620389","38.005944"
"白山神社","religious_organization","white","139.575","35.4617"
"東京オイスターバー＆カフェ白金店","japanese_restaurant","white","139.7334608","35.6432744"
"白羽神社","landmark_and_historical_building","white","138.1870018","34.6118241"
"ファミリーマート 白金二丁目店","convenience_store","white","130.4061209","33.5779172"
"白州 道の駅","public_plaza","white","138.3313498","35.8104183"
"佐世保 白浜海水浴場","beach","white","129.6613693","33.1243102"
"白谷雲水峡","park","white","130.5747326","30.380672"
"白ひげ浜水泳・キャンプ場","beach","white","136.018126","35.279671"
"岡山白桃千果園","agricultural_service","white","133.9895968","34.7787803"
"白石サービスステーション北谷美浜店","gas_station","white","127.758389","26.320933"
"円覚寺 白鷺池","structure_and_geography","white","139.54566","35.336704"
"宮崎白浜キャンプ場","campground","white","131.4773871","31.7898584"
"大網白里海岸","beach","white","140.1349514","35.661036"
"イズミヤ 白梅町店","shopping","white","135.730752","35.027069"
"セレモニーホール掬水苑 太白/ほこだて仏光堂[葬儀・家族葬]",,"white","140.858918","38.2132523"
"白川郷 民宿 幸ェ門 - Koemon","hotel","white","136.9052435","36.2564226"
"白山杉の子温泉","travel_company","white","136.6426944","36.3320556"
"白子町営テニスコート","tennis_court","white","140.4005044","35.4511473"
"イーネットATM ファミリーマート天白高坂 共同出張所",,"white","136.988624","35.108179"
"アーバン　メガステージ白河店","clothing_store","white","140.1961436","37.130147"
"北海道教育大学釧路校　保健体育研究室　健康管理学（白川和希）","college_university","white","144.3984556","42.9811477"
"白虎山公園簡易野球場","park","white","136.774909","36.856646"
"オフィス白土","professional_services","white","140.8835375","37.051068"
"白樺温泉","onsen","white","143.17353","42.916707"
"ラーメン 白本店","japanese_restaurant","white","137.958345","36.239568"
"白東苑","retirement_home","white","140.919571","38.1946818"
"白子ショッピングタウン サンズ","shopping_center","white","136.591343","34.836543"
"カフェ ラ・ボエム 白金","cafe","white","139.7229087","35.6391446"
"白河駅","train_station","white","140.213675","37.129656"
"白鳥屋酒店","hotel","white","139.721268","35.800919"
"よしだや 清澄白河本店","desserts","white","139.8068222","35.6817307"
"一棟貸宿 白藤","lodge","white","138.314314","36.6537436"
"花処・百白花","flowers_and_gifts_shop","white","131.66492","33.2454503"
"Hakuba Goryu Snow Resort 白馬五竜","ski_resort","white","137.8364567","36.6629427"
"白旗神社","landmark_and_historical_building","white","139.629445","35.194343"
"バー・白バラ","chinese_restaurant","white","135.500428","34.660243"
"ローソン　須磨白川ランプ前店","convenience_store","white","135.0993059","34.6884524"
"白馬飯店","chinese_restaurant","white","137.8480346","36.6903767"
"白鳥園","shopping","white","139.652392","35.282988"
"バス停白新町","bus_station","white","139.217049","37.917624"
"宮城県仙台市太白区郡山","accommodation","white","140.8767233","38.190048"
"白馬エコーランドの湯","landmark_and_historical_building","white","137.844292","36.693132"
"県北西部地域医療センター国保白鳥病院","hospital","white","136.8608415","35.87951"
"民宿旅館白浜荘","hotel","white","140.5821187","36.313761"
"白骨の名湯泡の湯","hotel","white","137.784891","36.184256"
"白木屋長野駅前店","eat_and_drink","white","138.186619","36.643507"
"うろこstation 白馬","ski_and_snowboard_shop","white","137.8717728","36.7335178"
"黒豚通り 六白","japanese_restaurant","white","130.0697763","32.8301702"
"豆吉本舗白川郷店","shopping","white","136.906317","36.25851"
"PUDOステーション マックスバリュ エクスプレス天白原店",,"white","136.993","35.11585"
"グレースメイト目白","retirement_home","white","139.69715","35.72272"
